Region,Product,System,count,Area_ha,Animals_total_head,Producing_animals_head,Animals_sold_head,Pasture_share_pct,Supplement_share_pct,Common_feed_share_pct,Waste_feed_share_pct,Intake_assumption_kg_head_day,Pasture_feed_kg_head_day,Supplement_feed_kg_head_day,Common_feed_kg_head_day,Waste_feed_kg_head_day,Unallocated_feed_share_pct,Unallocated_feed_kg_head_day,Total_feed_kg_head_day,Vaccinated_head,Vaccination_share_pct,Milk_output_l_day,Milk_sales_l_7d,Milk_yield_l_head_day,Proxy_total_feed_kg_head_day,Proxy_body_weight_kg,Proxy_forage_share_pct,Proxy_tree_forage_share_pct,Proxy_compound_feed_share_pct,Proxy_mineral_share_pct,Proxy_forage_kg_head_day,Proxy_tree_forage_kg_head_day,Proxy_compound_feed_kg_head_day,Proxy_mineral_kg_head_day,Egg_output_reported,Egg_sales_reported,Eggs_per_head_reported,Birds_sold_head,Birds_consumed_head,Species,Output_unit,Sales_unit,Diet_basis,Proxy_diet_basis,Diet_data_status,Ration_composition_note,Diet_proxy_source_key,Diet_proxy_quality,Diet_proxy_note,Diet_proxy_citations,Livestock_profile_key,Livestock_climate_zone,Emission_head_basis,Animals_emission_basis_head,Headcount_emissions_basis_head,kgCH4_enteric_yr,kgCH4_manure_mgmt_yr,kgCH4_livestock_total_yr,kgNH3_manure_mgmt_total_yr,kgNH3_manure_housing_storage_yard_yr,kgNH3_manure_application_yr,kgNH3_grazing_yr,kgNOx_manure_mgmt_as_NO2_yr,kgNexcretion_manure_yr,kgVS_manure_yr,FracGasMS_weighted,FracLeachMS_weighted,EF3_manure_direct_weighted,kgN2ON_manure_mgmt_direct_yr,kgN2ON_manure_mgmt_indirect_yr,kgN2ON_manure_mgmt_total_yr,kgN2O_manure_mgmt_direct_yr,kgN2O_manure_mgmt_indirect_yr,kgN2O_manure_mgmt_total_yr,kgN2_manure_mgmt_yr,kgN_manure_after_management_yr,DFE_livestock_status,Representative_live_weight_kg,Animals_total_live_weight_kg,Producing_animals_live_weight_kg,Animals_sold_live_weight_kg,Headcount_emissions_basis_per_1kg_product,kgCH4_enteric_per_1kg_product,kgCH4_manure_mgmt_per_1kg_product,kgCH4_livestock_total_per_1kg_product,kgNH3_manure_mgmt_total_per_1kg_product,kgNH3_manure_housing_storage_yard_per_1kg_product,kgNH3_manure_application_per_1kg_product,kgNH3_grazing_per_1kg_product,kgNOx_manure_mgmt_as_NO2_per_1kg_product,kgNexcretion_manure_per_1kg_product,kgVS_manure_per_1kg_product,kgN2ON_manure_mgmt_direct_per_1kg_product,kgN2ON_manure_mgmt_indirect_per_1kg_product,kgN2ON_manure_mgmt_total_per_1kg_product,kgN2O_manure_mgmt_direct_per_1kg_product,kgN2O_manure_mgmt_indirect_per_1kg_product,kgN2O_manure_mgmt_total_per_1kg_product,kgN2_manure_mgmt_per_1kg_product,kgN_manure_after_management_per_1kg_product,Animal_weight_normalization_note,Live_weight_equivalent_kg,Meat_yield_fraction,Estimated_meat_output_kg,Milk_output_kg_fpcm_day,Milk_sales_kg_fpcm_7d,Egg_output_kg,Egg_sales_kg,Reference_output_kg,Normalization_factor_to_1kg,Normalized_product_output_kg,Area_ha_per_1kg_product,Animals_total_live_weight_kg_per_1kg_product,Producing_animals_live_weight_kg_per_1kg_product,Animals_sold_live_weight_kg_per_1kg_product,Live_weight_equivalent_kg_per_1kg_product,Milk_output_l_per_1kg_product,Milk_output_kg_fpcm_per_1kg_product,Milk_sales_l_per_1kg_product,Milk_sales_kg_fpcm_per_1kg_product,Egg_output_reported_per_1kg_product,Egg_output_kg_per_1kg_product,Egg_sales_reported_per_1kg_product,Egg_sales_kg_per_1kg_product,Birds_sold_head_per_1kg_product,Birds_consumed_head_per_1kg_product,Intake_assumption_kg_per_1kg_product,Pasture_feed_kg_per_1kg_product,Supplement_feed_kg_per_1kg_product,Common_feed_kg_per_1kg_product,Waste_feed_kg_per_1kg_product,Unallocated_feed_kg_per_1kg_product,Total_feed_kg_per_1kg_product,Feed_mass_balance_note,Proxy_total_feed_kg_per_1kg_product,Proxy_forage_kg_per_1kg_product,Proxy_tree_forage_kg_per_1kg_product,Proxy_compound_feed_kg_per_1kg_product,Proxy_mineral_kg_per_1kg_product,Vaccinated_head_per_1kg_product,Functional_unit,Reference_output_basis_note
Costa,cattle_live,dual-purpose,1568,26.0,29.5,10.0,,90.0,10.0,,,10.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,29.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,29.5,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,11800.0,4000.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",11800.0,0.5,5900.0,,,,,5900.0,0.0001694915254237,1.0,0.0044067796610169,2.0,0.6779661016949153,,2.0,,,,,,,,,,,0.0016949152542370001,0.0015254237288133002,0.0001694915254237,0.0,0.0,0.0,0.0016949152542370001,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0049152542372881,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Costa,donkey_live,(all holdings),210,32.58,1.0,,,,,,,,,,,,,,,,,,,,3.6,180.0,100.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,,,,,,asnal,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,donkey_live,Non-Ecuador fallback inference,"Derived as 2.0% of body weight in dry matter, using the midpoint of the 1.75% to 2.25% maintenance guideline for a representative 180 kg donkey.","Management recommendations for donkeys and mules - Ontario guidance gives 1.75% to 2.25% of body weight dry matter intake for maintenance in donkeys and mules; proxy uses the midpoint and a representative 180 kg body weight. (https://www.ontario.ca/page/management-recommendations-donkeys-and-mules) | Feeding Donkeys Straw and Hay Q and A with The Donkey Sanctuary - Reports research-based guidance that donkeys need about 1.5% of their body weight per day in dry feed, supporting a forage-first maintenance proxy. (https://www.thehaypillow.com/blogs/news/feeding-donkeys-straw-and-hay-q-a-with-the-donkey-sanctuary)",mule_ass_low,tropical_moist,Animals_total_head,1.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",180.0,,,,,,,180.0,0.0055555555555555,1.0,0.181,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.02,0.02,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Costa,eggs,(unknown),3,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,,210000.0,,210000.0,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_moist,Producing_animals_head,2.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,3.028,3.028,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",3.028,,,,,,11906.79,,,,,,,,,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Costa,eggs,dual-purpose poultry,1,,50.0,50.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,175.0,175.0,3.5,,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_other_poultry,tropical_moist,Producing_animals_head,50.0,,,,,,,,,,,,0.035,0.0,0.0,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,75.7,75.7,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",75.7,,,,,9.922325,9.922325,9.922325,0.1007828306369726,1.0,,7.629260279218831,7.629260279218831,,7.629260279218831,,,,,17.636995361470216,1.0,17.636995361470216,1.0,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.0081634092815947,0.0,0.0,0.0081634092815947,0.0,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Costa,eggs,layers,39,,14600.0,14600.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,99213.0,99213.0,5.829259699129057,10000.0,20.0,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_moist,Producing_animals_head,14600.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,22104.4,22104.4,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",22104.4,,,,,5625.277887,5625.277887,5625.277887,0.0001777689956101,1.0,,3.92947698656509,3.92947698656509,,3.92947698656509,,,,,17.63699536147022,1.0,17.63699536147022,1.0,1.7776899561015411,0.003555379912203,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,1.4399288644422483e-05,0.0,0.0,1.4399288644422483e-05,0.0,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Costa,goat_live,(all holdings),27,35.0,3.0,,,,,,,,,,,,,,,,,,,,1.011,23.0,79.0,21.0,0.0,0.0,0.799,0.212,0.0,0.0,,,,,,caprine,kg meat (carcass-weight proxy),,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,goat_live,Ecuador plus fallback composite,Composite proxy. Total intake is a fallback mature-doe dry matter intake example; tree-forage share is based on Ecuadorian caprine preference data and native browse literature from the Ecuadorian Sierra.,Evaluación de la preferencia de consumo de leguminosas arbóreas con potencial forrajero en rumiantes menores - Reports caprine Acacia melanoxylon voluntary intake of 211.07 g/kg MS and 20.155 g/kg PV^0.75 at 23 kg live weight. (https://repositorio.uta.edu.ec/items/770d67bf-97e2-485a-8227-d941b7f4e1b2) | Cabras Lecheras Selección y Hábitos de Consumo de Plantas Nativas en la Sierra Ecuatoriana - Ecuador review identifying native browse and shrub resources as a central component of dairy goat feeding in the Sierra. (https://polodelconocimiento.com/ojs/index.php/es/article/download/7592/pdf) | Goat Nutrition - Provides a mature-doe dry matter intake example of about 1.011 kg/day (2.23 lb/day) used as fallback total intake. (https://sfyl.ifas.ufl.edu/duval/agriculture-and-agribusiness-management/livestock-and-poultry/goats/goat-nutrition/),goat_low,tropical_moist,Animals_total_head,3.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,23.0,69.0,,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",69.0,0.46,31.74,,,,,31.74,0.0315059861373661,1.0,1.1027095148078134,2.1739130434782608,,,2.1739130434782608,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.0318525519848771,0.0251732829237555,0.0066792690611216,0.0,0.0,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Costa,horse_live,(all holdings),1708,53.105,2.0,,,,,,,,,,,,,,,,,,,,6.75,450.0,100.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,,,,,,equine,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,horse_live,Non-Ecuador fallback inference,Derived as 1.5% of body weight in forage dry matter for a representative 450 kg adult horse.,Understanding Hay Quality Even Good Hay Can Have Bad Things In It - AAEP guidance indicates horses should receive about 1 to 1.5% of body weight in forage; proxy uses the upper end and a representative 450 kg body weight. (https://aaep.org/post/understanding-hay-quality-even-good-hay-can-have-bad-things-in-it/),horse_low,tropical_moist,Animals_total_head,2.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,900.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",900.0,,,,,,,900.0,0.0011111111111111,1.0,0.0590055555555555,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.0075,0.0075,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Costa,milk,(unknown),72,10.995,13.0,5.0,,98.0,10.0,,,10.0,9.8,1.0,0.0,0.0,0.0,0.0,10.8,12.0,100.0,15.0,115.5,3.333333333333333,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,13.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,5200.0,2000.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",5200.0,,,14.7410613,113.50617201,,,14.7410613,0.0678377207480983,1.0,0.7458757396253416,352.75614789011155,135.67544149619675,,352.75614789011155,1.0175658112214756,1.0,7.835256746405363,7.7,,,,,,,0.678377207480983,0.6648096633313634,0.0678377207480983,0.0,0.0,0.0,0.7326473840794616,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.8140526489771805,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Costa,milk,beef,746,30.0,26.0,9.5,,90.0,10.0,,,8.0,7.2,0.8,0.0,0.0,0.0,0.0,8.0,30.0,100.0,16.0,335.0,3.333333333333333,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,26.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,10400.0,3800.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",10400.0,,,15.72379872,329.2170357,,,15.72379872,0.0635978632013422,1.0,1.9079358960402668,661.4177772939591,241.67188016510045,,661.4177772939591,1.0175658112214756,1.0,21.30528417244965,20.9375,,,,,,,0.5087829056107376,0.45790461504966384,0.05087829056107376,0.0,0.0,0.0,0.5087829056107376,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,1.9079358960402668,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Costa,milk,dairy,514,20.4062,20.0,6.0,,90.0,10.0,,,12.0,10.8,1.2,0.0,0.0,0.0,0.0,12.0,21.0,100.0,27.0,220.0,4.083333333333334,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_dairy,tropical_moist,Animals_total_head,20.0,,,,,,,,,,,,0.121,0.0133,0.0081,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,9000.0,2700.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",9000.0,,,26.53391034,216.2022324,,,26.53391034,0.0376876226378324,1.0,0.7690611650721361,339.1886037404919,101.75658112214757,,339.1886037404919,1.0175658112214756,1.0,8.291276980323135,8.148148148148147,,,,,,,0.4522514716539888,0.40702632448858994,0.04522514716539888,0.0,0.0,0.0,0.4522514716539888,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.791440075394481,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Costa,milk,dual-purpose,1532,27.0,30.0,8.0,,90.0,10.0,,,10.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,100.0,30.0,250.0,4.0,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,30.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,12000.0,3200.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",12000.0,,,29.4821226,245.684355,,,29.4821226,0.0339188603740491,1.0,0.915809230099328,407.0263244885903,108.5403531969574,,407.0263244885903,1.0175658112214756,1.0,8.479715093512297,8.333333333333334,,,,,,,0.339188603740491,0.3052697433664419,0.0339188603740491,0.0,0.0,0.0,0.339188603740491,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,1.0175658112214756,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
Costa,mule_live,(all holdings),1438,53.0,2.0,,,,,,,,,,,,,,,,,,,,7.0,350.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,mule,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,mule_live,Non-Ecuador fallback inference,"Derived as 2.0% of body weight in dry matter, using the midpoint of the 1.75% to 2.25% maintenance guideline for a representative 350 kg mule.",Management recommendations for donkeys and mules - Ontario guidance gives 1.75% to 2.25% of body weight dry matter intake for maintenance in donkeys and mules; proxy uses the midpoint and a representative 350 kg body weight. (https://www.ontario.ca/page/management-recommendations-donkeys-and-mules),mule_ass_low,tropical_moist,Animals_total_head,2.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,350.0,700.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",700.0,,,,,,,700.0,0.0014285714285714,1.0,0.0757142857142857,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.01,0.01,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
