count,Region,Province,Crop,Category,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Irrig_lake_m3,Irrig_river_m3,Irrig_well_m3,Irrigation_source,Source_module,Output_basis,Yield_data_status,Yield_basis_note,Seed_kgha,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic,SOC_mean_rate_kgChayr,SOC_mean_rate_kgChayr__minValue,SOC_mean_rate_kgChayr__maxValue,SOC_source
1,(all regions confounded),(all provinces confounded),CEIBO,permanent,,0.0,,sin riego,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.4409999999999999,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
4,(all regions confounded),(all provinces confounded),CHIRIMOYA,permanent,0.875,4259.879357841744,15652.17391304348,surcos,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,1237.85,66.66856060606061,21.33783960292581,0.0,0.0,88.00640020898642,0.0,12.0,,19.199973876698014,15.597701149425289,0.0,0.0,0.0,0.0,7826.08695652174,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,17.255149555903866,4.364123977272728,8.301235823863635,0.0,0.0,0.0,17.255149555903866,4.364123977272728,8.301235823863635,0.341398209007545,0.9780560561466136,5.349096362330198,0.0862757477795193,0.0681578407458202,0.1544335885253396,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1769093042400568,0.0735,0.4409999999999999,1.7110269686400563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
14,(all regions confounded),(all provinces confounded),CIRUELO,permanent,1.16,5454.5454545454495,,sin riego,CAJA,FRUTA FRESCA,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.5,1.5,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,51.00000000000001,0.0,0.0,0.0,0.0,0.0,51.00000000000001,0.0,0.0,1.0090500000000002,2.8907810217391305,15.810000000000002,0.255,0.20145,0.4564500000000001,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.4409999999999999,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
78,(all regions confounded),(all provinces confounded),CLAUDIA,permanent,0.155,3218.1818181818167,15652.17391304348,surcos,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,226.796185,82.399455,16.666666666666668,90.0,0.0,415.7930058333333,6.0,7.692307692307692,5.833333333333334,0.0,6.307871126979765,409.38083614098673,0.10429856536684741,0.0,5625.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,62.03524245,18.1190782701,73.064926975275,440.6396267521,192.84138709723075,476.1668513947797,502.6748692021,210.9604653673308,549.2317783700547,33.817610711678995,27.11218059966348,155.829209452651,2.5133743460105,2.501114096648252,5.014488442658752,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1853778016456428,0.07350180424125,0.4410108254475,1.719508095734393,0.0195675687267909,4.03161065159738,11.032113621940765,0.4930143572142595,0.535542551524692,0.9094237868537666,0.0020823694975793,True,0.0,0.0,0.0,
69,(all regions confounded),(all provinces confounded),COCO (COCOTERO),permanent,1.965,3721.2934716290415,15652.17391304348,sin riego,LIBRA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,120.48192771084337,66.77933521947615,141.7233560090703,130.0,90.54054054054056,0.0,1.417233560090703,1.5,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,40.7772631312484,35.71837964101304,79.74960722891566,35.289097424972304,15.496240589411173,38.03289500120611,76.0663605562207,51.21462023042421,117.78250223012176,3.416813306500593,4.20103903661425,23.580571772428417,0.3803318027811035,0.3417503681842893,0.7220821709653928,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1906289762254105,0.0735002405654999,0.4410014433929999,1.7247483245839104,0.0015850822578389,0.3259345469792735,0.8872087649543654,0.0400855375463305,0.0434314057057286,0.0738084158816118,0.0001642225812413,True,0.0,0.0,0.0,
22,(all regions confounded),(all provinces confounded),DURAZNO (MELOCOTON),permanent,0.25,7272.727272727279,13451.08695652174,surcos,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,600.0,181.436948,0.0,0.0,132.8377655,1270.058636,6.0,8.0,6.0,3.3125,38.42911823533806,1231.6295177646618,0.0,0.0,11250.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,151.68856232000002,39.276,74.70899999999999,448.631203453125,195.68478100887904,486.0878316087715,600.319765773125,234.96078100887905,560.7968316087715,36.18249442859319,32.621850908183795,186.09912738966875,3.001598828865625,2.896161582844,5.8977604117096245,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1971154808564163,0.0735,0.4409999999999999,1.7312331452564165,0.019694234205757,4.065535938519825,11.181214828199684,0.4943919545223481,0.5384111993755187,0.913601787235112,0.0021521932837743,True,0.0,0.0,0.0,
4,(all regions confounded),(all provinces confounded),ESPARRAGO,permanent,2.7,4000.0,11250.0,goteo,CAJA,TALLO FRESCO,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,500.0,487.037037037037,0.0,300.0,1100.0,300.0,3.333333333333333,1.1111111111111112,2.222222222222222,5.505050505050505,300.0,0.0,0.0,0.0,11250.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,240.59259259259255,32.730000000000004,211.6755,5.190000000000001,1.841051042918288,6.421652065498647,245.78259259259255,34.57105104291829,218.09715206549865,5.144053712854031,13.915185074350097,76.1926037037037,1.228912962962963,0.9769135407407404,2.205826503703704,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1909302946625534,0.0735,0.4409999999999999,1.7250479590625534,8.6571e-05,0.023502,0.105471,0.0009063239999999,0.0019381199999999,0.0028226699999999,4.518e-05,True,0.0,0.0,0.0,
59,(all regions confounded),(all provinces confounded),FRUTILLAS O FRESAS,permanent,0.2,14727.27272727272,11250.0,goteo,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,170.0,175.718474,59.375,32.0,109.48781344827589,0.0,3.333333333333333,5.555555555555555,7.692307692307692,1.44,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,85.24428116,22.7882625,37.10547,33.69161920271053,13.324212289950967,37.27800397508655,118.93590036271053,36.112474789950966,74.38347397508655,4.178454968029532,6.635974016301119,36.87012911244026,0.5946795018135527,0.5092160008998778,1.1038955027134305,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1891804682344678,0.0735668518863157,0.4414011113178947,1.7237660958386782,0.0013723473547584,0.330443609509721,1.2730187283977492,0.0257809070453709,0.0340114238495598,0.0555142671577681,0.0002027825416359,True,0.0,0.0,0.0,
66,(all regions confounded),(all provinces confounded),GRANADILLA,permanent,0.45,5102.272727272733,11250.0,sin riego,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,300.0,137.14285714285714,0.0,137.14285714285714,274.2857142857143,30.239491333333337,6.125,2.8888888888888893,9.666666666666666,4.345637583892618,11.705609548387097,18.53388178494624,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,91.62857142857143,19.638,105.65987142857142,9.202255206375002,3.710064238267713,10.54427423637872,100.83082663494643,23.348064238267717,116.20414566495016,2.4935078565402087,5.686462346751316,31.257556256833396,0.5041541331747321,0.4090484037994971,0.9132025369742292,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.184809459779362,0.0735,0.4409999999999999,1.7189271241793618,0.0003024485884304,0.066481899689975,0.212186900846722,0.0066820385436214,0.0079604856145173,0.0131728279912957,5.872112323609583e-05,True,0.0,0.0,0.0,
7,(all regions confounded),(all provinces confounded),GUABA,permanent,0.1,818.1818181818179,15652.17391304348,sin riego,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,60.0,0.0,0.0,0.0,60.0,0.0,2.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,9.0,3.9276,7.470899999999999,0.882,0.3873503856,0.9506570832000004,9.882,4.3149503856,8.4215570832,0.2433014047058823,0.5573682231191815,3.06342,0.04941,0.04006584,0.08947584,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1767183249999999,0.0735,0.4409999999999999,1.7108359893999996,3.96e-05,0.0081396,0.02213106,0.0010019999999999,0.0010852799999999,0.001844463,4.1046e-06,True,0.0,0.0,0.0,
12,(all regions confounded),(all provinces confounded),GUANABANA,permanent,2.0,4090.9090909091,11250.0,sin riego,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,162.5,0.0,0.0,0.0,112.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,24.375,10.63725,20.2336875,43.25000000000001,15.342092024319069,53.51376721248873,67.625,25.979342024319067,73.74745471248873,3.681087426470588,3.697626248817135,20.96375,0.338125,0.31772125,0.65584625,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1930781273962791,0.0735,0.4409999999999999,1.7271957917962788,0.0007214249999999,0.19585,0.878925,0.0075527,0.016151,0.0235222499999999,0.0003765,True,0.0,0.0,0.0,
9,(all regions confounded),(all provinces confounded),GUAYABA,permanent,0.425,12370.129870129873,,sin riego,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,150.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,2.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,22.5,9.819,18.67725,56.05105715000001,19.88301680591138,69.35267570726016,78.55105715000002,29.702016805911384,88.02992570726016,4.590771246881236,4.276833923962957,24.350827716500007,0.3927552857500001,0.375856412608,0.7686116983580003,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1966934522051724,0.0735,0.4409999999999999,1.7308111166051725,0.000934951072935,0.25381733047,1.139067639435,0.00978813455114,0.0209313439082,0.03048432321495,0.0004879357923,True,0.0,0.0,0.0,
875,(all regions confounded),(all provinces confounded),HUERTO FRUTAL,permanent,0.2,7272.727272727269,0.0,sin riego,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,226.796185,356.394005,0.0,56.89769853846154,90.718474,0.0,4.78021978021978,1.923076923076923,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,155.19338945,14.8460782701,56.57799470934116,105.8638155995,45.16724264835176,116.60728944078184,261.0572050495,60.01332091845176,173.18528415012298,10.900359202787223,14.46559152070122,80.927733565345,1.3052860252475,1.15503662419694,2.46032264944444,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.186366498360617,0.0735,0.4409999999999999,1.7204841627606169,0.0043102137109218,0.9032047048171,2.5814639372089747,0.1051781591218191,0.116812223265696,0.1971006248146572,0.0005562476569232,True,0.0,0.0,0.0,
5,(all regions confounded),(all provinces confounded),LIMA,permanent,0.5,8000.0,,aspersi?n,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,0.0,0.0,0.0,0.0,0.0,42456.245832,6.0,,,6.0,40.023866836910415,42416.22196516309,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,0.0,0.0,0.0,433.2212843066556,190.21841343356223,467.0209454592354,433.2212843066556,190.21841343356223,467.0209454592354,32.041555859419425,23.198653862383654,134.29859813506323,2.1661064215332777,2.2180929756500767,4.384199397183354,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1751491592280142,0.0735,0.4409999999999999,1.7092668236280135,0.0194371914099133,3.9957548364426914,10.868054985753195,0.4917009372659888,0.5326566189330996,0.9052208399370067,0.0020180468199906,True,0.0,0.0,0.0,
128,(all regions confounded),(all provinces confounded),MANDARINA,permanent,0.24,12424.242424242411,18260.869565217392,surcos,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,377.38885184,165.37221822916666,0.0,370.1923076923077,107.6923076923077,0.0,8.333333333333334,6.777777777777778,4.166666666666667,1.02,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,112.83488197391668,24.7038742414464,231.36855365608832,37.010465140952384,15.120098506183956,41.92075191657352,149.84534711486904,39.82397274763036,273.2893055726619,4.969808870132467,8.37758547241303,46.45205760560941,0.7492267355743453,0.635191365318647,1.3844181008929923,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.189901760745173,0.07350412398,0.44102474388,1.7240482930051728,0.0013044801224943,0.2846981184699048,0.8961224465831785,0.0293991572726469,0.0344946187758181,0.0573618149136853,0.0002251197349832,True,450.0,150.0,800.0,citrus_conventional
58,(all regions confounded),(all provinces confounded),MANZANA,permanent,0.25,3340.90909090909,15652.17391304348,aspersi?n,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,600.0,118.75,55.6875,90.718474,0.0,292.9450722916667,6.0,8.0,15.384615384615383,2.25,2.4855409782213593,290.3608970758192,0.098634237626141,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,130.375,50.21191125,119.89224316044,437.1692554183222,191.6074946070852,471.8619500452168,567.5442554183222,241.81940585708517,591.7541932056567,34.91306016809842,30.79997781229555,175.93871917967988,2.837721277091611,2.753287837741809,5.591009114833421,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1983409080517217,0.073502405655,0.44101443393,1.7324754120367216,0.0195118939933638,4.016650073257025,10.966023302153696,0.4924143177310774,0.5342851567926262,0.907592484520392,0.0020520740482806,True,0.0,0.0,0.0,
243,(all regions confounded),(all provinces confounded),MORA,permanent,0.16,5461.38072453862,15652.17391304348,surcos,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,2475.7000000000003,272.155422,118.75,13.333333333333334,100.0,216.9197396963124,170.718474,4.166666666666667,2.5,4.583333333333334,2.5,41.05380712509467,127.89144593970205,1.7732209352032684,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,81.1983133,20.43369392412,83.69343237032999,58.70605949579167,24.360386815097783,65.6993323158643,139.90437279579166,44.79408073921778,149.39276468619428,5.948501736758452,7.746143848196268,43.370355566695416,0.6995218639789583,0.6213083621534533,1.3208302261324116,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1889927549408643,0.0735096226199999,0.4410577357199999,1.7231777776808643,0.0022113087079305,0.4772420843397584,1.4662610456897749,0.0511204787446175,0.0588858932289271,0.098447899005118,0.0003378679016638,True,0.0,0.0,0.0,
74,(all regions confounded),(all provinces confounded),NARANJILLA,permanent,0.5,5227.272727272727,11250.0,sin riego,CAJA,FRUTA FRESCA,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,403.19321777777776,158.33333333333334,0.0,0.0,137.5,0.0,6.333333333333334,2.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,0.0,fruit,114.312316,26.39302803573333,50.2036035116,11.3592924013,4.058427444275872,13.738864061921348,125.6716084013,30.451455480009205,63.94246757352134,3.101849423202974,7.0877295409073495,38.958198604403,0.6283580420065,0.509693225294656,1.138051267301156,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1897935086919747,0.0735096226199999,0.4410577357199999,1.7239785314319749,0.0002497610952741,0.06765435414554,0.3060013703771699,0.0029274404883074,0.0056147845912924,0.0084406098251208,9.394891419860002e-05,True,0.0,0.0,0.0,
