Region,Province,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,count__minValue,count__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Straw_kgha__minValue,Straw_kgha__maxValue,Export_straw_percent__minValue,Export_straw_percent__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Water_source__minValue,Water_source__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type1_kgha__minValue,Packaging_type1_kgha__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Packaging_type2_kgha__minValue,Packaging_type2_kgha__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,NPK_N_percent__minValue,NPK_N_percent__maxValue,NPK_P_percent__minValue,NPK_P_percent__maxValue,NPK_K_percent__minValue,NPK_K_percent__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Manure_type__minValue,Manure_type__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,N_tot__minValue,N_tot__maxValue,N_min__minValue,N_min__maxValue,N_orga__minValue,N_orga__maxValue,P_tot__minValue,P_tot__maxValue,P_min__minValue,P_min__maxValue,P_orga__minValue,P_orga__maxValue,K_tot__minValue,K_tot__maxValue,K_min__minValue,K_min__maxValue,K_orga__minValue,K_orga__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Equipement_phyto__minValue,Equipement_phyto__maxValue,Molecule_name_1__minValue,Molecule_name_1__maxValue,Dose_kgha_1__minValue,Dose_kgha_1__maxValue,Phase_application_1__minValue,Phase_application_1__maxValue,Molecule_name_2__minValue,Molecule_name_2__maxValue,Dose_kgha_2__minValue,Dose_kgha_2__maxValue,Phase_application_2__minValue,Phase_application_2__maxValue,Molecule_name_3__minValue,Molecule_name_3__maxValue,Dose_kgha_3__minValue,Dose_kgha_3__maxValue,Phase_application_3__minValue,Phase_application_3__maxValue,Molecule_name_4__minValue,Molecule_name_4__maxValue,Dose_kgha_4__minValue,Dose_kgha_4__maxValue,Phase_application_4__minValue,Phase_application_4__maxValue,Molecule_name_5__minValue,Molecule_name_5__maxValue,Dose_kgha_5__minValue,Dose_kgha_5__maxValue,Phase_application_5__minValue,Phase_application_5__maxValue,Molecule_name_6__minValue,Molecule_name_6__maxValue,Dose_kgha_6__minValue,Dose_kgha_6__maxValue,Phase_application_6__minValue,Phase_application_6__maxValue,Molecule_name_7__minValue,Molecule_name_7__maxValue,Dose_kgha_7__minValue,Dose_kgha_7__maxValue,Phase_application_7__minValue,Phase_application_7__maxValue,Molecule_name_8__minValue,Molecule_name_8__maxValue,Dose_kgha_8__minValue,Dose_kgha_8__maxValue,Phase_application_8__minValue,Phase_application_8__maxValue,Molecule_name_9__minValue,Molecule_name_9__maxValue,Dose_kgha_9__minValue,Dose_kgha_9__maxValue,Phase_application_9__minValue,Phase_application_9__maxValue,Transport_1__minValue,Transport_1__maxValue,Transport_type_1__minValue,Transport_type_1__maxValue,Transport_tkm_1__minValue,Transport_tkm_1__maxValue,Transport_2__minValue,Transport_2__maxValue,Transport_type_2__minValue,Transport_type_2__maxValue,Transport_tkm_2__minValue,Transport_tkm_2__maxValue,Transport_3__minValue,Transport_3__maxValue,Transport_type_3__minValue,Transport_type_3__maxValue,Transport_tkm_3__minValue,Transport_tkm_3__maxValue,Transport_4__minValue,Transport_4__maxValue,Transport_type_4__minValue,Transport_type_4__maxValue,Transport_tkm_4__minValue,Transport_tkm_4__maxValue,Transport_tkm__minValue,Transport_tkm__maxValue,Transport_type__minValue,Transport_type__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue,Source_module__minValue,Source_module__maxValue,Output_basis__minValue,Output_basis__maxValue,Yield_data_status__minValue,Yield_data_status__maxValue,Yield_basis_note__minValue,Yield_basis_note__maxValue
costa,EL ORO,HABA SECA (GRANO SECO),transitory,0.08,0.42,0.0,0.0,0.25,2.0,5.0,5.0,,,,,6.0,8.0,0.05,0.42,151.51515151515144,378.78787878787836,,,,,,,,,,,,,,,,,,,,,,,1653.741,3993.7619999999997,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,181.436948,,,,,,,0.0,181.436948,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3787878787878786,4.54545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,181.436948,,,,,,,,,,,,
costa,EL ORO,HABA TIERNA (VAINA),transitory,,,0.0,0.0,,,1.0,1.0,,,,,5.0,5.0,0.2,0.2,681.8181818181799,681.8181818181799,,,,,,,,,,,,,,,,,,,,,,,1653.741,3993.7619999999997,,,,,,,,,,,,,,,226.79618499999998,226.79618499999998,,,,,,,226.79618499999998,226.79618499999998,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,,,0.0,0.0,3.4999999999999996,3.4999999999999996,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costa,EL ORO,LIMÓN (FRUTA FRESCA),permanent,0.04,6.0,0.0,0.0,,,10.0,10.0,,,,,11.0,11.0,0.02,6.0,1163.636363636364,16487.603305785127,,,,,2100.0,18260.869565217392,,,,,,,,,,,,,,,,,3851.9916,8855.9988,,,25.919564,90.718474,,,,,,,,,,,0.0,272.155422,120.95796533333333,120.95796533333333,38.879346,272.155422,,,0.0,665.2688093333334,0.0,435.4486752,,,,,,,0.0,435.4486752,,,,,,,,,,,,,,,,,,,0.42857142857142855,8.0,,,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,10.03344481605351,0.0,10.03344481605351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,435.4486752,0.0,12.959782,,,,,,,,,,
costa,EL ORO,MAIZ DURO CHOCLO (CHOCLO),transitory,0.03,10.0,0.0,0.0,,,10.0,10.0,,,,,2.0,7.0,0.02,6.0,357.1428571428571,8311.688311688315,,,,,11304.347826086958,11304.347826086958,,,,,,,,,,,,,,,,,1537.4895,3993.7619999999997,,,4.724920520833334,19.439673,,,,,,,,,,,0.0,272.155422,0.0018899682083333336,40.0,1.8899682083333336,24.0,,,0.0,347.04163888,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.06479891,1.5,0.0625,4.0,,,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costa,EL ORO,MAIZ DURO SECO (GRANO SECO),transitory,0.03,6.0,0.0,0.0,0.1,5.0,49.0,49.0,,,,,3.0,8.0,0.01,6.3,454.54545454545496,6115.7024793388355,,,,,11304.347826086958,11304.347826086958,,,,,,,,,,,,,,,,,1537.4895,3993.7619999999997,,,30.239491333333334,362.873896,,,,,,,,,,,0.0,755.9872833333334,45.359237,45.359237,,,,,0.0,755.9872833333334,0.0,1209.5796533333335,,,,,,,0.0,1209.5796533333335,,,,,,,,,,,,,,,,,,,0.12,16.666666666666668,0.13333333333333333,13.333333333333334,1.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,30.0,1.1363636363636374,227.27272727272666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1209.5796533333335,,,,,,,,,,,,
costa,EL ORO,MAIZ SUAVE CHOCLO (CHOCLO),transitory,0.07,0.28,0.0,0.0,,,2.0,2.0,,,,,5.0,6.0,0.03,0.28,649.3506493506499,757.5757575757567,,,,,11304.347826086958,11304.347826086958,,,,,,,,,,,,,,,,,1537.4895,3993.7619999999997,,,32.399455,90.71847400000001,,,,,,,,,,,,,,,,,,,32.399455,90.71847400000001,161.99727499999997,1511.9745666666668,,,,,,,161.99727499999997,1511.9745666666668,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.99727499999997,1511.9745666666668,,,,,,,,,,,,
costa,EL ORO,MAIZ SUAVE SECO (GRANO SECO),transitory,0.08,0.3,0.0,0.0,0.1,2.0,38.0,38.0,,,,,6.0,10.0,0.01,4.0,151.51515151515167,5681.818181818176,,,,,,,,,,,,,,,,,,,,,,,1537.4895,3993.7619999999997,,,181.436948,680.388555,,,,,,,,,,,0.0,1209.5796533333335,388.79346,388.79346,,,,,0.0,1209.5796533333335,0.0,1889.9682083333335,,,,,,,0.0,1889.9682083333335,,,,,,,,,,,,,,,,,,,1.133980925,40.0,1.25,33.333333333333336,1.923076923076923,1.923076923076923,0.0,0.0,0.0,1.7499999999999998,0.0,40.0,0.295454545454545,56.818181818181756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1889.9682083333335,,,,,,,,,,,,
costa,EL ORO,MANGO (FRUTA FRESCA),permanent,0.5,0.5,0.0,0.0,,,2.0,2.0,,,,,11.0,11.0,0.2,0.5,2272.727272727275,6818.18181818182,,,,,,,,,,,,,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,,,,,0.0,250.0,,,,,,,0.0,250.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costa,EL ORO,MANI,transitory,0.7,0.7,0.0,0.0,0.12,0.12,3.0,3.0,,,,,4.0,6.0,0.01,0.7,136.363636363636,1010.1010101010099,,,,,10434.782608695654,10434.782608695654,,,,,,,,,,,,,,,,,891.9968000000001,2647.992,,,214.2857142857143,214.2857142857143,,,,,,,,,,,,,,,,,,,0.0,214.2857142857143,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636322,0.16363636363636322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costa,EL ORO,MARACUYÁ (FRUTA FRESCA),permanent,2.0,2.0,0.0,0.0,,,2.0,2.0,,,,,11.0,11.0,2.0,2.0,14204.54545454545,14204.54545454545,,,,,,,,,,,,,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,,,,,,,,,45.359237,45.359237,,,45.359237,45.359237,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costa,EL ORO,NARANJA (FRUTA FRESCA),permanent,0.02,7.65,0.0,0.0,,,8.0,8.0,,,,,11.0,11.0,0.01,7.65,340.909090909091,27272.727272727298,,,,,2625.0,18260.869565217392,,,,,,,,,,,,,,,,,3851.9916,8855.9988,,,113.39809249999999,113.39809249999999,,,,,,,,,,,0.0,113.39809249999999,,,,,,,0.0,226.79618499999998,0.0,453.59237,,,,,,,0.0,453.59237,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,0.0,0.0,0.0,0.7843137254901961,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,453.59237,,,,,,,,,,,,
costa,EL ORO,ORITO (FRUTA FRESCA),permanent,0.05,0.27,0.0,0.0,,,4.0,4.0,,,,,11.0,11.0,0.08,0.27,13636.363636363627,37878.78787878792,,,,,,,,,,,,,,,,,,,,,,,2294.5065000000004,8375.2513,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.18518518518518517,0.18518518518518517,,,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
