Region,Province,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue
costa,(all selected provinces),HABA SECA (GRANO SECO),transitory,0.08,0.42,0.0,0.0,0.0,181.436948,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,2.0,,,8.0,8.0,,,,,3.0,8.0,0.05,0.48,151.51515151515144,781.25,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,,,0.0,208.33333333333334,,,,,0.0,208.33333333333334,0.0,181.436948,,,8.0,8.0,,,0.0,8.0,0.3787878787878786,4.54545454545456,0.0,181.436948,,,,
costa,(all selected provinces),HABA TIERNA (VAINA),transitory,0.25,0.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,3.4999999999999996,1.0,1.0,,,16.0,16.0,,,,,2.0,7.0,0.2,1.5,340.9090909090912,7933.88429752066,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,61.29626621621622,217.39130434782606,0.0,226.796185,,,,,0.0,226.796185,0.0,0.0,0.3333333333333333,4.0,0.5,4.0,,,0.0,8.5,17.78656126482213,17.78656126482213,,,,,,
costa,(all selected provinces),LIMÓN (FRUTA FRESCA),permanent,0.04,22.0,0.0,0.0,0.0,907.18474,,,,,,,,,,,,,0.0,0.0,0.0,10.256410256410257,,,,,171.0,171.0,,,,,11.0,11.0,0.02,22.0,590.90909090909,19909.090909090934,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,21.0,1200.0,0.0,384.6153846153846,21.0,120.95796533333333,21.0,272.155422,0.0,1200.0,0.0,907.18474,0.20512820512820515,10.0,0.16666666666666666,8.695652173913045,0.125,10.5,0.0,17.725,,,0.0,907.18474,0.0,477.46565263157896,0.0,20.512820512820515
costa,(all selected provinces),MAIZ DURO CHOCLO (CHOCLO),transitory,0.03,10.0,0.0,0.0,0.0,1666.6666666666667,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,28.0,28.0,,,,,0.0,4.0,0.02,6.0,357.1428571428571,11000.0,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,4.724920520833334,625.0,0.0,300.0,0.0018899682083333336,40.0,1.8899682083333336,150.0,0.0,700.0,0.0,1666.6666666666667,0.06479891,2.6666666666666665,0.0625,8.75,1.0,3.3333333333333335,0.0,11.875,,,0.0,1666.6666666666667,,,,
costa,(all selected provinces),MAIZ DURO SECO (GRANO SECO),transitory,0.03,150.0,0.0,0.0,0.0,1209.5796533333335,,,,,,,,,,,,,0.0,0.0,0.0,15.0,0.1,50.0,,,1508.0,1508.0,,,,,2.0,9.0,0.01,1600.0,45.45454545454547,18181.81818181818,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,0.5025125628140703,1500.0,0.0,755.9872833333334,2.0,293.3333333333333,2.0,452.9220779220779,0.0,1500.0,0.0,1209.5796533333335,0.022736459649122808,25.0,0.022736459649122808,45.359237,0.022679618500000002,97.198365,0.0,114.34122214285713,1.1363636363636374,2737.8375592661296,0.0,1209.5796533333335,0.0,933.3333333333334,0.0,266.6666666666667
costa,(all selected provinces),MAIZ SUAVE CHOCLO (CHOCLO),transitory,0.07,1.0584,0.0,0.0,0.0,1511.9745666666668,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,11.0,11.0,,,,,2.0,6.0,0.03,1.4112,649.3506493506499,5155.525004296265,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,32.399455,250.0,0.0,125.0,,,,,32.399455,250.0,0.0,1511.9745666666668,0.7086167800453514,5.0,0.7086167800453514,5.0,0.7086167800453514,0.7086167800453514,0.0,10.0,103.11050008592531,103.11050008592531,0.0,1511.9745666666668,,,,
costa,(all selected provinces),MAIZ SUAVE SECO (GRANO SECO),transitory,0.08,40.0,0.0,0.0,0.0,1889.9682083333335,,,,,,,,,,,,,0.0,0.0,0.0,1.7499999999999998,0.1,2.0,,,42.0,42.0,,,,,3.0,10.0,0.01,1200.0,151.51515151515167,5681.818181818176,0.0,10000.0,,,,,,,,,,,1537.4895,3993.7619999999997,181.436948,680.388555,0.0,1209.5796533333335,388.79346,388.79346,,,0.0,1209.5796533333335,0.0,1889.9682083333335,1.133980925,40.0,1.25,33.333333333333336,0.45359236999999997,1.923076923076923,0.0,50.0,0.295454545454545,56.818181818181756,0.0,1889.9682083333335,,,,
costa,(all selected provinces),MANGO (FRUTA FRESCA),permanent,0.23,506.94,0.0,0.0,0.0,380.95238095238096,,,,,,,,,,,,,0.0,0.0,0.0,10.0,,,,,66.0,66.0,,,,,11.0,11.0,0.05,506.94,2272.727272727275,68181.818181818,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,1.5,487.8048780487805,0.0,250.0,12.76595744680851,12.76595744680851,11.779580245844876,18.837209302325583,0.0,487.8048780487805,0.0,380.95238095238096,0.2,3.152173913043478,0.26666666666666666,15.0,0.24390243902439024,4.693366708385482,0.0,20.7,,,0.0,380.95238095238096,0.0,266.6666666666667,,
costa,(all selected provinces),MANI,transitory,0.5,8.0,0.0,0.0,0.0,7.25747792,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.12,5.0,,,42.0,42.0,,,,,3.0,6.0,0.01,20.0,136.363636363636,1830.3843807199496,0.0,10434.782608695654,,,,,,,,,,,891.9968000000001,2647.992,23.02499340101523,350.0,0.0,266.6666666666667,,,,,0.0,533.3333333333334,0.0,7.25747792,0.3333333333333333,3.846153846153846,0.3333333333333333,9.0,0.3333333333333333,2.0,0.0,9.0,0.16363636363636322,85.2272727272725,,,0.0,7.25747792,0.0,4.0
costa,(all selected provinces),MARACUYÁ (FRUTA FRESCA),permanent,0.1,4.0,0.0,0.0,0.0,3628.73896,,,,,,,,,,,,,0.0,0.0,0.0,2.0833333333333335,,,,,132.0,132.0,,,,,11.0,11.0,0.0706,14.99,23.0,29090.909090909,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,2.0,800.0,0.0,333.3333333333333,,,2.1772433760000003,300.0,0.0,800.0,0.0,3628.73896,0.4,48.0,0.05932203389830509,24.0,0.25,16.8,0.0,88.8,,,0.0,3628.73896,0.0,80.0,0.0,133.33333333333334
costa,(all selected provinces),NARANJA (FRUTA FRESCA),permanent,0.02,7.65,0.0,0.0,0.0,3023.9491333333335,,,,,,,,,,,,,0.0,0.0,0.0,723.3046296952516,,,,,42.0,42.0,,,,,11.0,11.0,0.0,15.0,68.1818181818182,40909.090909091,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,45.359237,412.5,0.0,200.0,126.66666666666667,126.66666666666667,1.3333333333333333,269.46081386138616,0.0,412.5,0.0,3023.9491333333335,0.44399452998739053,18.333333333333332,0.17759781199495622,85.04606661941885,17.857142857142858,17.857142857142858,0.0,808.3506963146705,,,0.0,3023.9491333333335,0.0,723.3046296952516,0.0,0.8583690987124464
costa,(all selected provinces),ORITO (FRUTA FRESCA),permanent,0.05,20.0,0.0,0.0,0.0,362.873896,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,18.0,18.0,,,,,11.0,11.0,0.08,20.0,1068.1818181818198,37878.78787878792,0.0,26153.846153846152,,,,,,,,,,,2294.5065000000004,8375.2513,80.0,250.0,0.0,40.0,60.0,60.0,,,0.0,250.0,0.0,362.873896,,,0.18518518518518517,4.0,,,0.0,4.0,,,0.0,362.873896,,,,
costa,(all selected provinces),OTROS PERMANENTES,permanent,0.01,98.784,0.0,0.0,0.0,13607.771100000002,,,,,,,,,,,,,0.0,0.0,0.0,45.359237,,,,,403.0,403.0,,,,,11.0,11.0,0.0,599.0,48.70129870129871,32727.2727272727,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,8.0,1000.0,0.0,400.0,10.0,220.0,18.0,440.0,0.0,1000.0,0.0,13607.771100000002,0.14285714285714285,50.0,0.14285714285714285,50.0,0.3333333333333333,36.0,0.0,100.0,,,0.0,13607.771100000002,0.0,9525.43977,0.0,63.478260869565226
costa,(all selected provinces),OTROS TRANSITORIOS,transitory,0.01,15.0,0.0,0.0,0.0,680.388555,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,10.0,,,63.0,63.0,,,,,1.0,8.0,0.06,15.0,189.39393939394003,50000.0,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,18.143694800000002,600.0,0.0,300.0,,,50.0,151.19745666666668,0.0,600.0,0.0,680.388555,0.45359237,12.0,0.5,12.0,0.4,33.333333333333336,0.0,34.16666666666667,1.5151515151515167,423.19749216301034,0.0,680.388555,0.0,13.607771099999999,0.0,80.0
costa,(all selected provinces),PALMA AFRICANA (FRUTA FRESCA),permanent,0.5,801.0,0.0,0.0,0.0,4989.51607,,,,,,,,,,,,,0.0,0.0,0.0,6000.0,,,,,424.0,424.0,,,,,11.0,11.0,0.5,2188.5,344.82758620689657,120000.0,0.0,15652.17391304348,,,,,,,,,,,567.9936,1960.0096000000003,0.024,1600.0,0.0,1451.495584,1.81436948,111.11111111111111,0.024,300.0,0.0,2400.0,0.0,4989.51607,0.01587721619476052,5.0,0.05,30.0,0.008372093023255813,23.75,0.0,6000.8,,,0.0,4989.51607,0.0,4545.454545454545,0.0,600.0
costa,(all selected provinces),PALMITO (TALLO FRESCO),permanent,10.0,10.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,17.0,17.0,,,,,11.0,11.0,1.0,99.0,785.4545454545456,11784.511784511778,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,100.0,600.0,,,,,,,0.0,600.0,0.0,600.0,0.05,2.0,0.022679618500000002,80.8080808080808,,,0.0,80.8080808080808,,,0.0,92.5925925925926,0.0,600.0,0.0,0.06060606060606061
costa,(all selected provinces),PAPA,transitory,0.02,0.42,0.0,0.0,0.0,907.18474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,1.0,,,7.0,7.0,,,,,3.0,8.0,0.02,0.42,1406.9264069264075,3636.3636363636397,5274.725274725274,10434.782608695654,,,,,,,,,,,1653.741,5272.5,22.6796185,75.59872833333334,,,,,,,0.0,75.59872833333334,0.0,907.18474,1.133980925,2.5,,,2.380952380952381,2.380952380952381,0.0,2.5,11.363636363636374,28.409090909090875,0.0,907.18474,,,,
costa,(all selected provinces),PIÑA (FRUTA FRESCA),permanent,0.7056,250.0,0.0,0.0,0.0,5060.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,37.0,37.0,,,,,11.0,11.0,0.5,250.0,654.5454545454546,100000.0,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,240.0,850.0,0.0,1000.0,64.8,648.0,50.0,1500.0,0.0,2298.0,0.0,5060.0,1.0,30.0,0.95,57.88113695090439,0.45218177707438395,43.41085271317829,0.0,130.2325581395349,,,0.0,3000.0,0.0,2000.0,0.0,60.0
costa,(all selected provinces),PLÁTANO (FRUTA FRESCA),permanent,0.05,293.0,0.0,0.0,0.0,4000.0,,,,,,,,,,,,,0.0,0.0,0.0,24.0,40.0,40.0,,,1253.0,1253.0,,,,,11.0,11.0,0.0,293.0,136.3636363636364,66287.87878787876,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,0.5,1200.0,0.0,1250.0,1.0,220.0,2.5,257.22222222222223,0.0,1250.0,0.0,4000.0,0.07158196134574087,10.0,0.15384615384615385,100.0,0.06666666666666667,600.0,0.0,700.0,4181.818181818187,4181.818181818187,0.0,4000.0,0.0,1360.77711,0.0,160.0
costa,(all selected provinces),SOYA,transitory,0.3528,40.0,0.0,0.0,0.0,80.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,50.0,,,80.0,80.0,,,,,0.0,6.0,0.3528,300.0,422.0779220779214,2500.0,0.0,10000.0,,,,,,,,,,,891.9968000000001,1960.0096000000003,1.417233560090703,300.0,0.0,283.4467120181406,2.1433164249482033,200.0,0.4,170.06802721088437,0.0,566.8934240362812,0.0,80.0,0.25,8.503401360544217,0.25,5.668934240362812,0.4286632849896406,4.0,0.0,14.17233560090703,5.681818181818187,543.9477290588234,,,,,0.0,80.0
costa,(all selected provinces),TABACO,transitory,0.6,300.0,0.0,0.0,0.0,2200.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,24.0,28.0,,,30.0,30.0,,,,,2.0,7.0,0.6,300.0,592.2865013774103,2673.7967914438527,7500.0,10434.782608695654,,,,,,,,,,,3101.0014,3101.0014,80.0,1000.0,0.0,80.0,,,105.01779359430606,105.01779359430606,0.0,1000.0,0.0,2200.0,0.2,10.006060606060606,0.4,6.0,0.2,10.0,0.0,22.506060606060608,168.872727272727,197.01818181818203,0.0,1200.0,0.0,1000.0,0.0,2.0
costa,(all selected provinces),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11.0,11.0,,,10909.090909090917,10909.090909090917,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
costa,(all selected provinces),TOMATE RIÑON,transitory,0.02,1.0,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,2.0,4.0,0.02,1.0,6136.36363636365,16909.0909090909,10434.782608695654,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,500.0,500.0,,,,,,,0.0,500.0,0.0,2500.0,12.0,12.0,,,,,0.0,12.0,,,0.0,2500.0,,,,
costa,(all selected provinces),TRIGO,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,0.25,,,1.0,1.0,,,,,8.0,8.0,0.03,0.03,1515.1515151515166,1515.1515151515166,0.0,0.0,,,,,,,,,,,1447.4865,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,3.7878787878787916,3.7878787878787916,,,,,,
costa,(all selected provinces),YUCA,transitory,0.13,89.74,0.0,0.0,0.0,150.0,,,,,,,,,,,,,0.0,0.0,0.0,6.0,2.0,2.0,,,75.0,75.0,,,,,0.0,11.0,0.07,89.74,208.04195804195768,25832.20211925362,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,2.0,700.0,0.0,440.0,150.0,150.0,200.0,200.0,0.0,880.0,0.0,150.0,0.36363636363636365,21.73913043478261,0.5,10.0,0.25,2.0,0.0,21.73913043478261,25.454545454545443,25.454545454545443,,,0.0,150.0,0.0,80.0
oriente,(all selected provinces),ARROZ (EN CÁSCARA),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,11.0,11.0,,,,,2.0,6.0,0.25,44.5,727.2727272727269,8181.8181818182,0.0,0.0,,,,,,,,,,,1653.741,4514.9985,2.2679618500000003,166.66666666666666,0.0,450.0,36.287389600000004,36.287389600000004,3.0,3.0,0.0,550.0,0.0,0.0,0.0771107029,8.0,0.48,0.48,,,0.0,8.0,,,,,,,,
oriente,(all selected provinces),BANANO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,6803.88555,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,19.0,19.0,,,,,11.0,11.0,0.01,4.0,218.18181818181802,73636.3636363636,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,,,,,,,,,0.0,0.0,0.0,6803.88555,,,2.0,30.0,,,0.0,30.0,,,0.0,6803.88555,0.0,2267.96185,,
oriente,(all selected provinces),CACAO (ALMENDRA SECA),permanent,4.71,4.71,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,4.0,10.0,10.0,,,610.0,610.0,,,,,11.0,11.0,0.01,40.0,22.7272727272727,4545.4545454545605,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.5,1360.77711,0.0,4000.0,,,0.6666666666666666,566.9904625,0.0,4000.0,0.0,4535.9237,0.016666666666666666,29.04,0.03,72.57477920000001,0.06,45.359237,0.0,72.57477920000001,21.818181818181802,21.818181818181802,0.0,4535.9237,0.0,4193.548387096775,0.0,133.33333333333334
oriente,(all selected provinces),CAFÉ (GRANO ORO),permanent,,,0.0,0.0,0.0,100000.0,,,,,,,,,,,,,0.0,0.0,0.0,33.333333333333336,,,,,194.0,194.0,,,,,11.0,11.0,0.0,10.0,11.454545454545439,2145.45454545455,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,1.1454352777777779,127005.8636,0.0,127005.8636,,,90.718474,90.718474,0.0,254011.7272,0.0,100000.0,0.025,16.0,0.2,9.0,0.17857142857142858,12.0,0.0,34.0,,,0.0,1511.82336921,0.0,483.83186133333334,0.0,100000.0
oriente,(all selected provinces),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,0.25,0.25,0.0,0.0,0.0,3401.942775,,,,,,,,,,,,,0.0,0.0,0.0,22.6796185,,,,,65.0,65.0,,,,,11.0,11.0,0.01,14.0,90.90909090909099,113636.36363636368,0.0,34782.608695652176,,,,,,,,,,,2832.0108,6864.0084,1.2,73.7548569105691,0.0,113.39809250000002,,,,,0.0,113.39809250000002,0.0,3401.942775,2.4390243902439024,10.0,1.0,1.5,2.0,2.0,0.0,22.6796185,,,0.0,3401.942775,0.0,226.796185,0.0,80.0
